,L1,L2,L3,L4,L5
802,운수 및 창고업,수상 운송업,내륙 수상 및 항만 내 운송업,내륙 수상 및 항만 내 운송업,내륙 수상 여객 및 화물 운송업
803,운수 및 창고업,수상 운송업,내륙 수상 및 항만 내 운송업,내륙 수상 및 항만 내 운송업,항만 내 여객 운송업
804,운수 및 창고업,수상 운송업,내륙 수상 및 항만 내 운송업,내륙 수상 및 항만 내 운송업,기타 내륙 수상 운송업
805,운수 및 창고업,항공 운송업,항공 여객 운송업,항공 여객 운송업,항공 여객 운송업
806,운수 및 창고업,항공 운송업,항공 화물 운송업,항공 화물 운송업,항공 화물 운송업
807,운수 및 창고업,창고 및 운송관련 서비스업,보관 및 창고업,보관 및 창고업,일반 창고업
808,운수 및 창고업,창고 및 운송관련 서비스업,보관 및 창고업,보관 및 창고업,냉장 및 냉동 창고업
809,운수 및 창고업,창고 및 운송관련 서비스업,보관 및 창고업,보관 및 창고업,농산물 창고업
810,운수 및 창고업,창고 및 운송관련 서비스업,보관 및 창고업,보관 및 창고업,위험 물품 보관업
811,운수 및 창고업,창고 및 운송관련 서비스업,보관 및 창고업,보관 및 창고업,기타 보관 및 창고업
812,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,육상 운송 지원 서비스업,철도 운송 지원 서비스업
813,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,육상 운송 지원 서비스업,여객 자동차 터미널 운영업
814,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,육상 운송 지원 서비스업,물류 터미널 운영업
815,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,육상 운송 지원 서비스업,도로 및 관련시설 운영업
816,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,육상 운송 지원 서비스업,주차장 운영업
817,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,육상 운송 지원 서비스업,기타 육상 운송지원 서비스업
818,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,수상 운송 지원 서비스업,항구 및 기타 해상 터미널 운영업
819,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,수상 운송 지원 서비스업,기타 수상 운송 지원 서비스업
820,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,항공 운송 지원 서비스업,공항 운영업
821,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,항공 운송 지원 서비스업,기타 항공 운송지원 서비스업
822,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,화물 취급업,항공 및 육상 화물 취급업
823,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,화물 취급업,수상 화물 취급업
824,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,그 외 기타 운송관련 서비스업,통관 대리 및 관련서비스업
825,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,그 외 기타 운송관련 서비스업,"화물 운송 중개, 대리 및 관련 서비스업"
826,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,그 외 기타 운송관련 서비스업,"화물 포장, 검수 및 계량 서비스업"
827,운수 및 창고업,창고 및 운송관련 서비스업,기타 운송관련 서비스업,그 외 기타 운송관련 서비스업,그 외 기타 분류 안된 운송관련 서비스업
828,숙박 및 음식점업,숙박업,일반 및 생활 숙박시설 운영업,일반 및 생활 숙박시설 운영업,호텔업
829,숙박 및 음식점업,숙박업,일반 및 생활 숙박시설 운영업,일반 및 생활 숙박시설 운영업,여관업
830,숙박 및 음식점업,숙박업,일반 및 생활 숙박시설 운영업,일반 및 생활 숙박시설 운영업,휴양 콘도 운영업
831,숙박 및 음식점업,숙박업,일반 및 생활 숙박시설 운영업,일반 및 생활 숙박시설 운영업,민박업
832,숙박 및 음식점업,숙박업,일반 및 생활 숙박시설 운영업,일반 및 생활 숙박시설 운영업,기타 일반 및 생활 숙박시설 운영업
833,숙박 및 음식점업,숙박업,기타 숙박업,기타 숙박업,기숙사 및 고시원 운영업
834,숙박 및 음식점업,숙박업,기타 숙박업,기타 숙박업,그 외 기타 숙박업
835,숙박 및 음식점업,음식점 및 주점업,음식점업,한식 음식점업,한식 일반 음식점업
836,숙박 및 음식점업,음식점 및 주점업,음식점업,한식 음식점업,한식 면 요리 전문점
837,숙박 및 음식점업,음식점 및 주점업,음식점업,한식 음식점업,한식 육류 요리 전문점
838,숙박 및 음식점업,음식점 및 주점업,음식점업,한식 음식점업,한식 해산물 요리 전문점
839,숙박 및 음식점업,음식점 및 주점업,음식점업,외국식 음식점업,중식 음식점업
840,숙박 및 음식점업,음식점 및 주점업,음식점업,외국식 음식점업,일식 음식점업
841,숙박 및 음식점업,음식점 및 주점업,음식점업,외국식 음식점업,서양식 음식점업
842,숙박 및 음식점업,음식점 및 주점업,음식점업,외국식 음식점업,기타 외국식 음식점업
843,숙박 및 음식점업,음식점 및 주점업,음식점업,기관 구내식당업,기관 구내식당업
844,숙박 및 음식점업,음식점 및 주점업,음식점업,출장 및 이동 음식점업,출장 음식 서비스업
845,숙박 및 음식점업,음식점 및 주점업,음식점업,출장 및 이동 음식점업,이동 음식점업
846,숙박 및 음식점업,음식점 및 주점업,음식점업,기타 간이 음식점업,제과점업
847,숙박 및 음식점업,음식점 및 주점업,음식점업,기타 간이 음식점업,"피자, 햄버거, 샌드위치 및 유사 음식점업"
848,숙박 및 음식점업,음식점 및 주점업,음식점업,기타 간이 음식점업,치킨 전문점
849,숙박 및 음식점업,음식점 및 주점업,음식점업,기타 간이 음식점업,김밥 및 기타 간이 음식점업
850,숙박 및 음식점업,음식점 및 주점업,음식점업,기타 간이 음식점업,간이 음식 포장 판매 전문점
851,숙박 및 음식점업,음식점 및 주점업,주점 및 비알코올 음료점업,주점업,일반 유흥 주점업
852,숙박 및 음식점업,음식점 및 주점업,주점 및 비알코올 음료점업,주점업,무도 유흥 주점업
853,숙박 및 음식점업,음식점 및 주점업,주점 및 비알코올 음료점업,주점업,생맥주 전문점
854,숙박 및 음식점업,음식점 및 주점업,주점 및 비알코올 음료점업,주점업,기타 주점업
855,숙박 및 음식점업,음식점 및 주점업,주점 및 비알코올 음료점업,비알코올 음료점업,커피 전문점
856,숙박 및 음식점업,음식점 및 주점업,주점 및 비알코올 음료점업,비알코올 음료점업,기타 비알코올 음료점업
857,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업",서적 출판업,교과서 및 학습 서적 출판업
858,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업",서적 출판업,만화 출판업
859,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업",서적 출판업,일반 서적 출판업
860,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업","신문, 잡지 및 정기 간행물 출판업",신문 발행업
861,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업","신문, 잡지 및 정기 간행물 출판업",잡지 및 정기 간행물 발행업
862,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업","신문, 잡지 및 정기 간행물 출판업",정기 광고 간행물 발행업
863,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업",기타 인쇄물 출판업,기타 인쇄물 출판업
864,정보통신업,출판업,소프트웨어 개발 및 공급업,게임 소프트웨어 개발 및 공급업,유선 온라인 게임 소프트웨어 개발 및 공급업
865,정보통신업,출판업,소프트웨어 개발 및 공급업,게임 소프트웨어 개발 및 공급업,모바일 게임 소프트웨어 개발 및 공급업
866,정보통신업,출판업,소프트웨어 개발 및 공급업,게임 소프트웨어 개발 및 공급업,기타 게임 소프트웨어 개발 및 공급업
867,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,시스템 소프트웨어 개발 및 공급업
868,정보통신업,출판업,소프트웨어 개발 및 공급업,시스템ㆍ응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급업
869,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업","영화, 비디오물 및 방송 프로그램 제작업",일반 영화 및 비디오물 제작업
870,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업","영화, 비디오물 및 방송 프로그램 제작업",애니메이션 영화 및 비디오물 제작업
871,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업","영화, 비디오물 및 방송 프로그램 제작업",광고 영화 및 비디오물 제작업
872,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업","영화, 비디오물 및 방송 프로그램 제작업",방송 프로그램 제작업
873,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업","영화, 비디오물 및 방송 프로그램 제작 관련 서비스업","영화, 비디오물 및 방송 프로그램 제작 관련 서비스업"
874,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업","영화, 비디오물 및 방송 프로그램 배급업","영화, 비디오물 및 방송 프로그램 배급업"
875,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업",영화 및 비디오물 상영업,영화관 운영업
876,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송 프로그램 제작 및 배급업",영화 및 비디오물 상영업,비디오물 감상실 운영업
877,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,음악 및 기타 오디오물 출판업
878,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,녹음시설 운영업
879,정보통신업,방송업,라디오 방송업,라디오 방송업,라디오 방송업
880,정보통신업,방송업,텔레비전 방송업,지상파 방송업,지상파 방송업
881,정보통신업,방송업,텔레비전 방송업,"유선, 위성 및 기타 방송업",프로그램 공급업
882,정보통신업,방송업,텔레비전 방송업,"유선, 위성 및 기타 방송업",유선 방송업
883,정보통신업,방송업,텔레비전 방송업,"유선, 위성 및 기타 방송업",위성 및 기타 방송업
884,정보통신업,우편 및 통신업,공영 우편업,공영 우편업,공영 우편업
885,정보통신업,우편 및 통신업,전기 통신업,유선 통신업,유선 통신업
886,정보통신업,우편 및 통신업,전기 통신업,무선 및 위성 통신업,무선 및 위성 통신업
887,정보통신업,우편 및 통신업,전기 통신업,기타 전기 통신업,통신 재판매업
888,정보통신업,우편 및 통신업,전기 통신업,기타 전기 통신업,그 외 기타 전기 통신업
889,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터 프로그래밍 서비스업,컴퓨터 프로그래밍 서비스업
890,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 시스템 통합 자문, 구축 및 관리업",컴퓨터 시스템 통합 자문 및 구축 서비스업
